SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2024_2025,397,Jamie Drysdale,22,PHI,D,70,7,13,20,-32,22,5,2,0,1,8,5,0,63,11.1,186,1394:11:00,19:55,0,0,,102,18,20,73
2024_2025,398,Joel Edmundson,31,LAK,D,73,6,14,20,25,22,6,0,0,1,13,1,0,91,6.6,241,1503:03:00,20:35,0,0,,108,100,23,62
2024_2025,399,Gage Goncalves,24,TBL,C,60,8,12,20,7,14,7,1,0,1,11,1,0,61,13.1,114,767:37:00,12:48,3,3,50,20,71,18,35
2024_2025,400,Blake Lizotte,27,PIT,C,59,11,9,20,-4,26,9,1,1,1,9,0,0,51,21.6,102,750:38:00,12:43,177,169,51.2,29,60,10,36
2024_2025,401,Brayden McNabb,34,VEG,D,82,5,15,20,42,32,4,0,1,0,14,0,1,97,5.2,242,1649:15:00,20:07,0,0,,167,131,21,79
2024_2025,402,Alexander Romanov,25,NYI,D,64,4,16,20,5,20,4,0,0,0,15,0,1,100,4,252,1427:39:00,22:18,0,0,,165,147,24,81
2024_2025,403,Dylan Samberg,26,WPG,D,60,6,14,20,34,26,6,0,0,2,13,1,0,95,6.3,224,1268:15:00,21:08,0,0,,120,56,33,64
2024_2025,404,Nick Seeler,31,PHI,D,77,3,17,20,10,36,3,0,0,1,17,0,0,82,3.7,237,1330:32:00,17:17,0,0,,200,125,23,85
2024_2025,405,Oskar Sundqvist,30,STL,C,67,6,14,20,-6,32,2,4,0,0,11,3,0,60,10,130,884:55:00,13:12,260,312,45.5,53,78,19,41
2024_2025,406,Olen Zellweger,21,ANA,D,62,7,13,20,1,20,6,1,0,0,9,4,0,130,5.4,302,1175:25:00,18:58,0,0,,72,37,21,61
2024_2025,407,Nikolai Kovalenko,25,2TM,RW,57,7,13,20,-9,16,4,3,0,0,12,1,0,45,15.6,97,703:24:00,12:20,2,7,22.2,24,84,16,40
2024_2025,407,Nikolai Kovalenko,25,COL,RW,28,4,4,8,-7,10,2,2,0,0,4,0,0,27,14.8,58,336:07:00,12:00,0,5,0,13,34,8,17
2024_2025,407,Nikolai Kovalenko,25,SJS,RW,29,3,9,12,-2,6,2,1,0,0,8,1,0,18,16.7,39,367:17:00,12:40,2,2,50,11,50,8,23
2024_2025,408,Nick Bjugstad,32,UTA,C,66,8,11,19,-2,16,7,1,0,0,11,0,0,115,7,204,812:53:00,12:19,207,230,47.4,29,104,12,39
2024_2025,409,Jonny Brodzinski,31,NYR,C,51,12,7,19,6,4,12,0,0,2,7,0,0,73,16.4,139,595:26:00,11:41,81,89,47.6,19,27,11,26
2024_2025,410,Michael Carcone,28,UTA,F,53,7,12,19,-7,36,7,0,0,0,10,2,0,75,9.3,181,605:57:00,11:26,5,5,50,11,48,6,38
2024_2025,411,Tony DeAngelo,29,NYI,D,35,4,15,19,-11,10,4,0,0,1,11,4,0,76,5.3,167,817:02:00,23:21,0,0,,42,17,6,44
2024_2025,412,Dylan DeMelo,31,WPG,D,82,3,16,19,31,38,3,0,0,2,16,0,0,75,4,193,1765:39:00,21:32,0,0,,112,137,29,89
2024_2025,413,Josh Doan,22,UTA,RW,51,7,12,19,-2,8,4,3,0,1,11,1,0,88,8,183,689:27:00,13:31,35,50,41.2,14,45,10,25
2024_2025,414,Pontus Holmberg,25,TOR,RW,68,7,12,19,4,27,6,0,1,0,11,1,0,68,10.3,149,861:02:00,12:40,139,146,48.8,53,46,9,26
2024_2025,415,Boone Jenner,31,CBJ,C,26,7,12,19,3,4,4,2,1,1,11,1,0,70,10,122,467:38:00,17:59,105,100,51.2,18,43,4,24
2024_2025,416,Parker Kelly,25,COL,F,80,8,11,19,-1,29,7,0,1,2,10,0,1,99,8.1,210,1019:30:00,12:45,302,400,43,72,161,17,41
2024_2025,417,Steven Lorentz,28,TOR,C,80,8,11,19,6,9,7,0,1,5,11,0,0,76,10.5,140,844:14:00,10:33,12,21,36.4,55,199,12,25
2024_2025,418,Pat Maroon,36,CHI,LW,68,5,14,19,-13,97,4,1,0,1,14,0,0,73,6.8,133,784:42:00,11:32,36,42,46.2,9,102,4,37
2024_2025,419,Emil Martinsen Lilleberg,23,TBL,D,76,1,18,19,-1,105,1,0,0,1,17,0,1,46,2.2,163,1161:25:00,15:17,0,0,,61,114,12,56
2024_2025,420,Pavel Mintyukov,21,ANA,D,68,5,14,19,-4,20,5,0,0,0,11,3,0,69,7.2,180,1196:36:00,17:36,0,0,,92,81,13,62
2024_2025,421,Connor Murphy,31,CHI,D,68,2,17,19,-2,52,2,0,0,0,16,0,1,84,2.4,193,1401:49:00,20:37,0,0,,160,117,17,64
2024_2025,422,Nicklaus Perbix,26,TBL,D,74,6,13,19,8,20,6,0,0,1,13,0,0,66,9.1,190,1086:40:00,14:41,0,0,,67,50,21,62
2024_2025,423,Rasmus Ristolainen,30,PHI,D,63,4,15,19,3,14,4,0,0,2,12,3,0,100,4,193,1293:02:00,20:31,0,0,,94,97,25,52
2024_2025,424,Nate Schmidt,33,FLA,D,80,5,14,19,4,30,5,0,0,0,10,4,0,70,7.1,207,1322:22:00,16:32,0,0,,71,82,28,88
2024_2025,425,Jakob Pelletier,23,2TM,LW,49,7,12,19,7,10,7,0,0,1,12,0,0,54,13,92,566:15:00,11:33,13,19,40.6,19,47,11,25
2024_2025,425,Jakob Pelletier,23,CGY,LW,24,4,7,11,10,6,4,0,0,1,7,0,0,30,13.3,52,303:20:00,12:38,5,9,35.7,14,23,6,15
2024_2025,425,Jakob Pelletier,23,PHI,LW,25,3,5,8,-3,4,3,0,0,0,5,0,0,24,12.5,40,262:55:00,10:31,8,10,44.4,5,24,5,10
2024_2025,426,Uvis Balinskis,28,FLA,D,76,4,14,18,-7,27,4,0,0,0,10,4,0,92,4.3,198,1128:48:00,14:51,0,2,0,55,83,23,49
2024_2025,427,Mitchell Chaffee,27,TBL,F,66,12,6,18,-3,21,8,4,0,2,6,0,0,68,17.6,121,794:19:00,12:02,4,7,36.4,21,133,10,29
2024_2025,428,Jalen Chatfield,28,CAR,D,79,7,11,18,22,54,7,0,0,2,10,0,1,114,6.1,301,1491:21:00,18:53,0,0,,64,64,26,82
2024_2025,429,Lawson Crouse,27,UTA,LW,81,12,6,18,-4,39,11,1,0,2,6,0,0,126,9.5,241,1112:06:00,13:44,19,22,46.3,46,193,16,59
2024_2025,430,Kaiden Guhle,23,MTL,D,55,6,12,18,6,47,6,0,0,1,11,0,1,71,8.5,171,1164:40:00,21:11,0,0,,124,104,14,47
2024_2025,431,Erik Gustafsson,32,DET,D,60,2,16,18,-19,20,1,1,0,0,8,8,0,67,3,188,978:52:00,16:19,0,0,,44,28,10,75
2024_2025,432,Emil Heineman,23,MTL,LW,62,10,8,18,-6,20,7,3,0,0,6,2,0,64,15.6,162,706:19:00,11:24,1,6,14.3,24,173,8,33
2024_2025,433,Mattias Janmark,32,EDM,C,80,2,16,18,-6,22,2,0,0,0,13,0,3,51,3.9,109,1063:47:00,13:18,97,142,40.6,35,45,20,47
2024_2025,434,Luke Kunin,27,2TM,C,75,11,7,18,-28,55,11,0,0,0,7,0,0,112,9.8,217,1101:47:00,14:41,186,213,46.6,77,187,12,30
2024_2025,434,Luke Kunin,27,SJS,C,63,11,7,18,-24,46,11,0,0,0,7,0,0,95,11.6,185,960:30:00,15:15,181,202,47.3,64,163,10,26
2024_2025,434,Luke Kunin,27,CBJ,C,12,0,0,0,-4,9,0,0,0,0,0,0,0,17,0,32,141:17:00,11:46,5,11,31.3,13,24,2,4
2024_2025,435,Olli Määttä,30,2TM,D,77,2,16,18,7,16,2,0,0,0,16,0,0,73,2.7,179,1505:43:00,19:33,0,0,,124,25,26,104
2024_2025,435,Olli Määttä,30,DET,D,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,111:06:00,15:52,0,0,,7,3,1,8
2024_2025,435,Olli Määttä,30,UTA,D,70,2,16,18,7,16,2,0,0,0,16,0,0,70,2.9,171,1394:37:00,19:55,0,0,,117,22,25,96
2024_2025,436,Matias Maccelli,24,UTA,LW,55,8,10,18,-13,8,8,0,0,0,7,3,0,86,9.3,200,755:04:00,13:44,6,6,50,10,6,11,46
2024_2025,437,Chris Tanev,35,TOR,D,75,3,15,18,31,24,3,0,0,0,14,0,1,43,7,120,1481:12:00,19:45,0,0,,189,20,10,80
2024_2025,438,Alexey Toropchenko,25,STL,RW,80,4,14,18,-1,25,4,0,0,1,14,0,0,90,4.4,171,999:24:00,12:30,4,5,44.4,53,223,6,24
2024_2025,439,Craig Smith,35,2TM,C,59,9,9,18,-9,34,7,2,0,1,9,0,0,90,10,169,668:59:00,11:20,8,15,34.8,31,56,16,38
2024_2025,439,Craig Smith,35,CHI,C,40,9,7,16,-7,28,7,2,0,1,7,0,0,74,12.2,123,466:13:00,11:39,7,13,35,20,30,10,26
2024_2025,439,Craig Smith,35,DET,C,19,0,2,2,-2,6,0,0,0,0,2,0,0,16,0,46,202:46:00,10:40,1,2,33.3,11,26,6,12
2024_2025,440,Jack Drury,24,2TM,C,72,8,10,18,1,22,7,1,0,2,9,1,0,93,8.6,193,930:13:00,12:55,431,315,57.8,50,45,12,34
2024_2025,440,Jack Drury,24,CAR,C,39,3,6,9,1,12,3,0,0,1,5,1,0,60,5,119,502:30:00,12:53,238,167,58.8,24,17,4,19
2024_2025,440,Jack Drury,24,COL,C,33,5,4,9,0,10,4,1,0,1,4,0,0,33,15.2,74,427:43:00,12:58,193,148,56.6,26,28,8,15
2024_2025,441,Zach Aston-Reese,30,CBJ,C,79,6,11,17,-15,27,6,0,0,1,11,0,0,101,5.9,192,1062:08:00,13:27,2,7,22.2,58,179,11,42
2024_2025,442,Colin Blackwell,31,DAL,C,63,6,11,17,4,16,4,0,2,0,9,1,1,63,9.5,129,728:27:00,11:34,151,157,49,23,84,15,34
2024_2025,443,Casey Cizikas,33,NYI,C,82,7,10,17,-13,51,6,0,1,1,9,1,0,97,7.2,197,1069:20:00,13:02,337,274,55.2,66,202,18,42
2024_2025,444,Ian Cole,35,UTA,D,82,1,16,17,-2,77,1,0,0,0,15,0,1,66,1.5,189,1663:08:00,20:17,0,0,,211,106,25,118
2024_2025,445,Drew Doughty,35,LAK,D,30,4,13,17,9,20,3,0,1,1,7,6,0,46,8.7,115,724:06:00,24:08:00,0,0,,45,26,7,48
2024_2025,446,Mario Ferraro,26,SJS,D,78,5,12,17,-25,53,5,0,0,1,11,0,1,79,6.3,205,1669:19:00,21:24,0,0,,125,150,37,77
2024_2025,447,A.J. Greer,28,FLA,LW,81,6,11,17,4,130,5,0,1,3,11,0,0,86,7,162,777:03:00,9:36,16,31,34,30,222,8,43
2024_2025,448,Cole Koepke,26,BOS,LW,73,10,7,17,1,17,10,0,0,2,7,0,0,85,11.8,162,820:58:00,11:15,0,2,0,26,177,8,33
2024_2025,449,Johnathan Kovacevic,27,NJD,D,81,1,16,17,10,72,1,0,0,1,16,0,0,76,1.3,222,1604:56:00,19:49,0,0,,99,102,28,100
2024_2025,450,Sean Kuraly,32,CBJ,C,82,6,11,17,-4,40,6,0,0,0,11,0,0,88,6.8,194,964:39:00,11:46,316,266,54.3,45,163,17,38
2024_2025,451,Brett Leason,25,ANA,RW,62,5,12,17,-2,22,4,1,0,0,11,1,0,79,6.3,156,804:50:00,12:59,23,58,28.4,44,64,7,30
2024_2025,452,Timothy Liljegren,25,2TM,D,68,6,11,17,-25,38,4,2,0,0,9,2,0,102,5.9,251,1305:20:00,19:12,0,0,,111,64,15,64
2024_2025,452,Timothy Liljegren,25,TOR,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,13:55,13:55,0,0,,2,0,0,1
2024_2025,452,Timothy Liljegren,25,SJS,D,67,6,11,17,-25,36,4,2,0,0,9,2,0,102,5.9,251,1291:25:00,19:16,0,0,,109,64,15,63
2024_2025,453,Jamie Oleksiak,32,SEA,D,82,4,13,17,-2,34,4,0,0,1,13,0,0,66,6.1,174,1539:39:00,18:47,0,0,,159,74,23,89
2024_2025,454,Andrew Peeke,26,BOS,D,76,1,16,17,-10,15,0,0,1,0,15,0,1,80,1.3,205,1414:07:00,18:36,0,0,,126,105,15,98
2024_2025,455,Brett Pesce,30,NJD,D,72,3,14,17,-5,29,2,0,1,0,14,0,0,99,3,218,1535:01:00,21:19,0,0,,138,24,25,62
2024_2025,456,Fedor Svechkov,21,NSH,C,52,8,9,17,-17,14,6,2,0,2,6,3,0,64,12.5,150,670:01:00,12:53,123,212,36.7,24,32,6,45
2024_2025,457,Tomáš Tatar,34,NJD,LW,74,7,10,17,-7,20,6,1,0,0,8,2,0,66,10.6,130,821:37:00,11:06,10,9,52.6,19,56,7,35
2024_2025,458,Cameron York,24,PHI,D,66,4,13,17,-8,26,4,0,0,1,13,0,0,65,6.2,169,1371:41:00,20:47,0,0,,126,60,25,90
2024_2025,459,Joe Veleno,25,2TM,C,74,8,9,17,-23,17,8,0,0,0,9,0,0,75,10.7,141,896:45:00,12:07,201,228,46.9,44,139,13,44
2024_2025,459,Joe Veleno,25,DET,C,56,5,5,10,-14,13,5,0,0,0,5,0,0,50,10,103,669:15:00,11:57,136,152,47.2,32,93,10,35
2024_2025,459,Joe Veleno,25,CHI,C,18,3,4,7,-9,4,3,0,0,0,4,0,0,25,12,38,227:30:00,12:38,65,76,46.1,12,46,3,9
2024_2025,460,Mark Jankowski,30,2TM,C,60,12,5,17,4,33,12,0,0,1,5,0,0,66,18.2,129,754:05:00,12:34,219,214,50.6,34,27,6,35
2024_2025,460,Mark Jankowski,30,NSH,C,41,4,5,9,0,15,4,0,0,0,5,0,0,45,8.9,94,521:03:00,12:43,113,110,50.7,20,23,4,15
2024_2025,460,Mark Jankowski,30,CAR,C,19,8,0,8,4,18,8,0,0,1,0,0,0,21,38.1,35,233:02:00,12:16,106,104,50.5,14,4,2,20
2024_2025,461,Oskar Back,24,DAL,C,73,4,12,16,1,8,4,0,0,0,11,0,1,44,9.1,97,854:22:00,11:42,90,83,52,35,28,12,54
2024_2025,462,Nick Blankenburg,26,NSH,D,60,4,12,16,-2,24,3,1,0,2,7,5,0,84,4.8,193,1173:08:00,19:33,0,0,,74,53,21,50
2024_2025,463,Zach Bogosian,34,MIN,D,81,4,12,16,-6,43,4,0,0,0,12,0,0,79,5.1,198,1280:22:00,15:48,0,0,,80,81,22,68
2024_2025,464,Connor Clifton,29,BUF,D,73,1,15,16,-6,45,1,0,0,0,12,0,3,63,1.6,179,1171:33:00,16:03,0,0,,116,208,26,67
2024_2025,465,Jason Dickinson,29,CHI,C,59,7,9,16,-11,38,7,0,0,0,9,0,0,56,12.5,150,926:15:00,15:42,453,463,49.5,53,102,13,26
2024_2025,466,Brenden Dillon,34,NJD,D,82,2,14,16,8,67,2,0,0,0,13,0,1,48,4.2,177,1523:12:00,18:35,0,0,,108,191,8,74
2024_2025,467,Robby Fabbri,29,ANA,C,44,8,8,16,-6,20,8,0,0,0,8,0,0,65,12.3,111,713:00:00,16:12,71,85,45.5,29,58,14,30
2024_2025,468,Radko Gudas,34,ANA,D,81,1,15,16,4,86,1,0,0,0,15,0,0,89,1.1,252,1609:07:00,19:52,0,0,,178,261,15,104
2024_2025,469,David Perron,36,OTT,LW,43,9,7,16,-7,12,5,4,0,2,5,2,0,71,12.7,135,602:52:00,14:01,6,13,31.6,9,72,13,25
2024_2025,470,Nathan Walker,30,STL,C,73,8,8,16,-5,63,8,0,0,0,7,0,1,72,11.1,133,883:46:00,12:06,82,74,52.6,61,281,10,43
2024_2025,471,Sean Walker,30,CAR,D,82,5,11,16,-7,46,5,0,0,0,11,0,0,145,3.4,375,1380:22:00,16:50,0,0,,90,91,40,67
2024_2025,472,Urho Vaakanainen,26,2TM,D,51,2,14,16,8,18,2,0,0,0,14,0,0,42,4.8,107,836:57:00,16:25,0,0,,49,19,10,40
2024_2025,472,Urho Vaakanainen,26,ANA,D,5,0,1,1,0,2,0,0,0,0,1,0,0,3,0,12,67:59:00,13:36,0,0,,7,0,1,4
2024_2025,472,Urho Vaakanainen,26,NYR,D,46,2,13,15,8,16,2,0,0,0,13,0,0,39,5.1,95,768:58:00,16:43,0,0,,42,19,9,36
2024_2025,473,Michael Eyssimont,28,2TM,C,77,9,7,16,1,63,9,0,0,2,7,0,0,142,6.3,252,817:16:00,10:37,6,12,33.3,23,110,12,33
2024_2025,473,Michael Eyssimont,28,TBL,C,57,5,5,10,0,44,5,0,0,1,5,0,0,98,5.1,175,608:39:00,10:41,1,7,12.5,19,82,6,22
2024_2025,473,Michael Eyssimont,28,SEA,C,20,4,2,6,1,19,4,0,0,1,2,0,0,44,9.1,77,208:37:00,10:26,5,5,50,4,28,6,11
2024_2025,474,Juuso Pärssinen,23,3TM,C,48,6,10,16,-5,19,6,0,0,0,9,1,0,30,20,61,505:41:00,10:32,92,104,46.9,29,86,4,18
2024_2025,474,Juuso Pärssinen,23,NSH,C,15,2,3,5,-8,0,2,0,0,0,2,1,0,11,18.2,28,183:09:00,12:13,36,41,46.8,9,28,2,9
2024_2025,474,Juuso Pärssinen,23,COL,C,22,2,4,6,2,8,2,0,0,0,4,0,0,15,13.3,24,215:03:00,9:47,29,23,55.8,6,41,0,5
2024_2025,474,Juuso Pärssinen,23,NYR,C,11,2,3,5,1,11,2,0,0,0,3,0,0,4,50,9,107:29:00,9:46,27,40,40.3,14,17,2,4
2024_2025,475,Morgan Barron,26,WPG,C,74,8,7,15,8,16,6,0,2,0,7,0,0,92,8.7,169,767:46:00,10:23,85,78,52.1,38,122,23,31
2024_2025,476,Yegor Chinakhov,23,CBJ,RW,30,7,8,15,-6,4,5,2,0,1,5,3,0,68,10.3,140,471:40:00,15:43,0,0,,10,47,4,18
2024_2025,477,Nick Cousins,31,OTT,C,50,6,9,15,-1,41,6,0,0,0,9,0,0,68,8.8,124,595:08:00,11:54,1,6,14.3,26,85,5,23
2024_2025,478,Pierre Engvall,28,NYI,LW,62,8,7,15,-7,16,8,0,0,2,7,0,0,93,8.6,162,732:41:00,11:49,10,24,29.4,12,47,7,36
2024_2025,479,Radek Faksa,31,STL,C,70,5,10,15,-2,30,5,0,0,1,10,0,0,68,7.4,143,911:39:00,13:01,432,326,57,50,115,13,32
2024_2025,480,Trent Frederic,26,2TM,C,58,8,7,15,-16,44,7,1,0,0,5,2,0,78,10.3,167,795:51:00,13:43,93,120,43.7,29,157,12,32
2024_2025,480,Trent Frederic,26,BOS,C,57,8,7,15,-14,44,7,1,0,0,5,2,0,76,10.5,165,788:41:00,13:50,93,119,43.9,29,155,12,32
2024_2025,480,Trent Frederic,26,EDM,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,2,7:10,7:10,0,1,0,0,2,0,0
2024_2025,481,Zachary L'Heureux,21,NSH,LW,62,5,10,15,-6,63,5,0,0,0,9,1,0,78,6.4,151,746:36:00,12:03,0,4,0,25,198,14,33
2024_2025,482,Isac Lundeström,25,ANA,C,79,4,11,15,-12,10,4,0,0,1,10,1,0,60,6.7,105,1070:14:00,13:33,442,494,47.2,68,48,15,26
2024_2025,483,Sam Malinski,26,COL,D,76,5,10,15,8,16,5,0,0,0,9,1,0,115,4.3,279,1212:31:00,15:57,0,0,,107,57,29,68
2024_2025,484,Josh Manson,33,COL,D,48,1,14,15,-6,28,1,0,0,0,12,1,1,65,1.5,167,865:59:00,18:02,0,0,,59,105,20,74
2024_2025,485,Colin Miller,32,WPG,D,60,4,11,15,10,38,3,1,0,0,10,1,0,68,5.9,187,871:05:00,14:31,0,0,,50,84,12,53
2024_2025,486,David Savard,34,MTL,D,75,1,14,15,-8,36,1,0,0,0,14,0,0,48,2.1,113,1244:12:00,16:35,0,0,,180,56,18,51
2024_2025,487,Ryan Suter,40,STL,D,82,2,13,15,7,24,1,0,1,0,13,0,0,62,3.2,158,1596:39:00,19:28,0,0,,109,39,15,64
2024_2025,488,Yakov Trenin,28,MIN,C,76,7,8,15,-1,54,5,0,2,2,8,0,0,85,8.2,178,951:15:00,12:31,21,27,43.8,32,241,12,51
2024_2025,489,Egor Zamula,24,PHI,D,63,3,12,15,-14,6,3,0,0,1,12,0,0,37,8.1,113,1040:55:00,16:31,0,0,,91,24,15,52
2024_2025,490,William Borgen,28,2TM,D,84,5,10,15,-4,42,4,0,1,0,10,0,0,81,6.2,211,1434:51:00,17:05,0,0,,117,122,22,73
2024_2025,490,William Borgen,28,SEA,D,33,1,1,2,-13,9,1,0,0,0,1,0,0,24,4.2,83,501:51:00,15:12,0,0,,37,48,6,20
2024_2025,490,William Borgen,28,NYR,D,51,4,9,13,9,33,3,0,1,0,9,0,0,57,7,128,933:00:00,18:18,0,0,,80,74,16,53
2024_2025,491,Conor Timmins,26,2TM,D,68,3,12,15,11,30,3,0,0,0,12,0,0,69,4.3,189,1150:42:00,16:55,0,0,,90,55,11,59
2024_2025,491,Conor Timmins,26,TOR,D,51,2,6,8,2,24,2,0,0,0,6,0,0,51,3.9,132,832:24:00,16:19,0,0,,77,40,10,44
2024_2025,491,Conor Timmins,26,PIT,D,17,1,6,7,9,6,1,0,0,0,6,0,0,18,5.6,57,318:18:00,18:43,0,0,,13,15,1,15
2024_2025,492,Conor Geekie,20,TBL,C,52,8,6,14,-4,16,7,1,0,3,5,1,0,60,13.3,125,640:55:00,12:20,73,99,42.4,25,97,8,29
2024_2025,493,Mathieu Joseph,27,STL,RW,60,4,10,14,-6,28,3,0,1,0,10,0,0,69,5.8,138,714:27:00,11:54,33,31,51.6,36,121,16,25
2024_2025,494,Dakota Joshua,28,VAN,C,57,7,7,14,-13,38,5,1,1,0,6,1,0,52,13.5,109,738:46:00,12:58,23,19,54.8,29,193,12,36
2024_2025,495,Mark Kastelic,25,BOS,C,61,5,9,14,-3,106,5,0,0,0,9,0,0,67,7.5,119,654:54:00,10:44,199,167,54.4,39,218,12,26
2024_2025,496,Philipp Kurashev,25,CHI,C,51,7,7,14,-28,14,6,1,0,1,7,0,0,54,13,112,699:41:00,13:43,97,109,47.1,16,30,13,27
2024_2025,497,Ilya Lyubushkin,30,DAL,D,80,1,13,14,5,32,1,0,0,0,13,0,0,51,2,146,1390:57:00,17:23,0,0,,136,84,20,109
2024_2025,498,John Marino,27,UTA,D,35,1,13,14,1,2,1,0,0,0,13,0,0,29,3.4,76,740:51:00,21:10,0,0,,46,9,10,32
2024_2025,499,Michael McCarron,29,NSH,RW,74,5,9,14,-21,102,5,0,0,1,9,0,0,80,6.3,166,1018:06:00,13:45,502,421,54.4,61,149,15,29
2024_2025,500,J.J. Moser,24,TBL,D,54,2,12,14,20,22,1,0,1,0,11,1,0,48,4.2,146,1018:03:00,18:51,0,0,,70,34,23,45
2024_2025,501,Mattias Samuelsson,24,BUF,D,62,4,10,14,3,22,4,0,0,1,9,1,0,52,7.7,106,1196:49:00,19:18,0,0,,93,105,11,55
2024_2025,502,Logan Stanley,26,WPG,D,63,1,13,14,9,78,1,0,0,0,13,0,0,49,2,134,981:46:00,15:35,0,0,,76,88,11,59
2024_2025,503,Kasperi Kapanen,28,2TM,RW,67,6,8,14,-22,16,6,0,0,2,8,0,0,66,9.1,123,798:37:00,11:55,39,55,41.5,14,88,9,42
2024_2025,503,Kasperi Kapanen,28,STL,RW,10,1,0,1,-6,2,1,0,0,1,0,0,0,11,9.1,22,113:13:00,11:19,0,3,0,1,15,0,8
2024_2025,503,Kasperi Kapanen,28,EDM,RW,57,5,8,13,-16,14,5,0,0,1,8,0,0,55,9.1,101,685:24:00,12:01,39,52,42.9,13,73,9,34
2024_2025,504,Nico Sturm,29,2TM,C,62,7,7,14,-6,20,6,0,1,1,7,0,0,59,11.9,115,645:36:00,10:25,248,174,58.8,34,107,7,20
2024_2025,504,Nico Sturm,29,SJS,C,47,7,6,13,-4,13,6,0,1,1,6,0,0,38,18.4,75,476:09:00,10:08,175,104,62.7,25,70,3,16
2024_2025,504,Nico Sturm,29,FLA,C,15,0,1,1,-2,7,0,0,0,0,1,0,0,21,0,40,169:27:00,11:18,73,70,51,9,37,4,4
2024_2025,505,Jakub Vrána,28,2TM,LW,39,9,5,14,-4,10,5,4,0,4,5,0,0,47,19.1,91,403:40:00,10:21,7,13,35,8,19,6,21
2024_2025,505,Jakub Vrána,28,WSH,LW,26,7,4,11,6,6,4,3,0,3,4,0,0,28,25,56,255:38:00,9:50,4,10,28.6,5,13,5,15
2024_2025,505,Jakub Vrána,28,NSH,LW,13,2,1,3,-10,4,1,1,0,1,1,0,0,19,10.5,35,148:02:00,11:23,3,3,50,3,6,1,6
2024_2025,506,Adam Boqvist,24,2TM,D,35,4,10,14,-9,10,3,1,0,0,5,5,0,40,10,105,492:31:00,14:04,0,0,,19,13,4,21
2024_2025,506,Adam Boqvist,24,FLA,D,18,2,4,6,-4,6,2,0,0,0,1,3,0,21,9.5,53,231:10:00,12:51,0,0,,10,6,4,8
2024_2025,506,Adam Boqvist,24,NYI,D,17,2,6,8,-5,4,1,1,0,0,4,2,0,19,10.5,52,261:21:00,15:22,0,0,,9,7,0,13
2024_2025,507,Jacob Trouba,30,2TM,D,77,1,13,14,-8,66,1,0,0,0,13,0,0,111,0.9,268,1579:54:00,20:31,0,0,,208,164,29,90
2024_2025,507,Jacob Trouba,30,NYR,D,24,0,6,6,-3,22,0,0,0,0,6,0,0,46,0,88,480:10:00,20:00,0,0,,68,39,6,23
2024_2025,507,Jacob Trouba,30,ANA,D,53,1,7,8,-5,44,1,0,0,0,7,0,0,65,1.5,180,1099:44:00,20:45,0,0,,140,125,23,67
2024_2025,508,Ben Chiarot,33,DET,D,81,4,9,13,-14,69,4,0,0,0,8,1,0,109,3.7,261,1719:49:00,21:14,0,0,,142,127,26,86
2024_2025,509,Ty Emberson,24,EDM,D,76,2,11,13,-5,18,2,0,0,1,10,0,1,62,3.2,154,1148:37:00,15:07,0,0,,97,125,32,47
2024_2025,510,Drew Helleson,23,ANA,D,56,4,9,13,6,47,4,0,0,1,8,0,1,63,6.3,152,915:40:00,16:21,0,0,,73,99,17,47
2024_2025,511,Tanner Jeannot,27,LAK,F,67,7,6,13,0,89,7,0,0,1,6,0,0,56,12.5,129,738:07:00,11:01,8,10,44.4,37,211,3,36
2024_2025,512,David Kämpf,30,TOR,C,59,5,8,13,-1,14,4,0,1,0,7,0,1,45,11.1,81,731:11:00,12:24,278,265,51.2,26,50,17,30
2024_2025,513,Tye Kartye,23,SEA,F,63,6,7,13,-14,43,5,0,1,0,7,0,0,56,10.7,113,609:54:00,9:41,3,12,20,29,175,4,24
2024_2025,514,Dmitry Kulikov,34,FLA,D,70,4,9,13,12,38,4,0,0,0,8,1,0,64,6.3,173,1348:47:00,19:16,0,0,,71,114,32,78
2024_2025,515,Ryan Lomberg,30,CGY,LW,80,3,10,13,-5,57,3,0,0,0,10,0,0,66,4.5,127,692:24:00,8:39,5,11,31.3,19,120,11,18
2024_2025,516,Denton Mateychuk,20,CBJ,D,45,4,9,13,4,20,4,0,0,0,9,0,0,44,9.1,111,811:35:00,18:02,0,0,,63,26,19,35
2024_2025,517,Max Pacioretty,36,TOR,LW,37,5,8,13,-2,16,5,0,0,1,8,0,0,70,7.1,130,499:25:00,13:30,6,5,54.5,14,105,5,27
2024_2025,518,Jayden Struble,23,MTL,D,56,2,11,13,2,52,2,0,0,0,11,0,0,47,4.3,136,837:27:00,14:57,0,0,,54,124,23,51
2024_2025,519,Zach Whitecloud,28,VEG,D,74,4,9,13,7,37,4,0,0,0,9,0,0,72,5.6,194,1295:48:00,17:31,0,0,,103,117,14,74
2024_2025,520,Artem Zub,29,OTT,D,56,2,11,13,3,34,2,0,0,1,8,1,2,57,3.5,136,1155:28:00,20:38,0,0,,118,58,19,50
